Number of communities of best chromosome 4
Fitness of best chromosome: 0.5265784318262645
0 | 1
1 | 1
2 | 1
3 | 2
4 | 1
5 | 1
6 | 1
7 | 1
8 | 2
9 | 2
10 | 2
11 | 2
12 | 2
13 | 2
14 | 2
15 | 2
16 | 2
17 | 2
18 | 1
19 | 2
20 | 2
21 | 2
22 | 2
23 | 2
24 | 2
25 | 2
26 | 2
27 | 2
28 | 1
29 | 1
30 | 3
31 | 3
32 | 2
33 | 2
34 | 2
35 | 2
36 | 2
37 | 2
38 | 2
39 | 2
40 | 2
41 | 2
42 | 2
43 | 2
44 | 2
45 | 2
46 | 2
47 | 2
48 | 4
49 | 4
50 | 2
51 | 4
52 | 4
53 | 2
54 | 2
55 | 2
56 | 2
57 | 4
58 | 4
59 | 3
60 | 3
61 | 3
62 | 3
63 | 3
64 | 4
65 | 4
66 | 3
67 | 4
68 | 4
69 | 4
70 | 3
71 | 3
72 | 3
73 | 3
74 | 3
75 | 3
76 | 3
77 | 3
78 | 3
79 | 3
80 | 3
81 | 3
82 | 3
83 | 3
84 | 3
85 | 4
86 | 3
87 | 3
88 | 3
89 | 3
90 | 3
91 | 3
92 | 3
93 | 3
94 | 3
95 | 3
96 | 3
97 | 3
98 | 3
99 | 3
100 | 3
101 | 3
102 | 3
103 | 4
104 | 4
