Number of communities of best chromosome 6
Fitness of best chromosome: 0.5128921403272083
0 | 1
1 | 1
2 | 2
3 | 3
4 | 4
5 | 3
6 | 2
7 | 4
8 | 4
9 | 4
10 | 3
11 | 3
12 | 5
13 | 2
14 | 5
15 | 2
16 | 4
17 | 5
18 | 5
19 | 5
20 | 5
21 | 4
22 | 4
23 | 4
24 | 5
25 | 1
26 | 5
27 | 5
28 | 5
29 | 5
30 | 5
31 | 5
32 | 2
33 | 1
34 | 5
35 | 5
36 | 5
37 | 1
38 | 5
39 | 2
40 | 3
41 | 4
42 | 5
43 | 5
44 | 5
45 | 1
46 | 6
47 | 2
48 | 5
49 | 6
50 | 5
51 | 4
52 | 3
53 | 6
54 | 5
55 | 5
56 | 5
57 | 5
58 | 3
59 | 5
60 | 2
61 | 5
62 | 5
63 | 5
64 | 2
65 | 5
66 | 5
67 | 6
68 | 4
69 | 5
70 | 5
71 | 5
72 | 3
73 | 6
74 | 3
75 | 5
76 | 5
77 | 4
78 | 4
79 | 5
80 | 5
81 | 3
82 | 4
83 | 6
84 | 3
85 | 5
86 | 5
87 | 5
88 | 6
89 | 1
90 | 3
91 | 5
92 | 5
93 | 4
94 | 5
95 | 5
96 | 5
97 | 3
98 | 3
99 | 5
100 | 2
101 | 5
102 | 3
103 | 1
104 | 4
105 | 1
106 | 2
107 | 3
108 | 4
109 | 1
110 | 6
111 | 4
112 | 5
113 | 5
114 | 6
