Number of communities of best chromosome 2
Fitness of best chromosome: 0.4008672942317434
0 | 1
1 | 2
2 | 1
3 | 1
4 | 1
5 | 1
6 | 1
7 | 1
8 | 1
9 | 1
10 | 1
11 | 1
12 | 2
13 | 1
14 | 2
15 | 1
16 | 1
17 | 2
18 | 2
19 | 2
20 | 2
21 | 1
22 | 1
23 | 1
24 | 1
25 | 2
26 | 2
27 | 2
28 | 1
29 | 2
30 | 2
31 | 2
32 | 1
33 | 2
34 | 2
35 | 2
36 | 2
37 | 2
38 | 2
39 | 1
40 | 1
41 | 1
42 | 2
43 | 2
44 | 2
45 | 2
46 | 1
47 | 1
48 | 2
49 | 1
50 | 1
51 | 1
52 | 1
53 | 1
54 | 2
55 | 2
56 | 2
57 | 2
58 | 2
59 | 2
60 | 1
61 | 2
62 | 2
63 | 2
64 | 1
65 | 2
66 | 2
67 | 1
68 | 1
69 | 1
70 | 2
71 | 2
72 | 1
73 | 1
74 | 1
75 | 2
76 | 2
77 | 1
78 | 1
79 | 2
80 | 2
81 | 1
82 | 1
83 | 1
84 | 1
85 | 2
86 | 2
87 | 2
88 | 1
89 | 2
90 | 1
91 | 2
92 | 2
93 | 1
94 | 2
95 | 2
96 | 2
97 | 2
98 | 1
99 | 2
100 | 1
101 | 2
102 | 1
103 | 2
104 | 1
105 | 2
106 | 1
107 | 1
108 | 1
109 | 2
110 | 1
111 | 1
112 | 2
113 | 2
114 | 1
